 Destination Port; Flow Duration; Total Fwd Packets; Total Backward Packets;Total Length of Fwd Packets; Total Length of Bwd Packets; Fwd Packet Length Max; Fwd Packet Length Min; Fwd Packet Length Mean; Fwd Packet Length Std;Bwd Packet Length Max; Bwd Packet Length Min; Bwd Packet Length Mean; Bwd Packet Length Std; Flow IAT Mean; Flow IAT Std; Flow IAT Max; Flow IAT Min;Fwd IAT Total; Fwd IAT Mean; Fwd IAT Std; Fwd IAT Max; Fwd IAT Min;Bwd IAT Total; Bwd IAT Mean; Bwd IAT Std; Bwd IAT Max; Bwd IAT Min;Fwd PSH Flags; Bwd PSH Flags; Fwd URG Flags; Bwd URG Flags; Fwd Header Length; Bwd Header Length;Fwd Packets/s; Bwd Packets/s; Min Packet Length; Max Packet Length; Packet Length Mean; Packet Length Std; Packet Length Variance;FIN Flag Count; SYN Flag Count; RST Flag Count; PSH Flag Count; ACK Flag Count; URG Flag Count; CWE Flag Count; ECE Flag Count; Down/Up Ratio; Average Packet Size; Avg Fwd Segment Size; Avg Bwd Segment Size; Fwd Header Length;Fwd Avg Bytes/Bulk; Fwd Avg Packets/Bulk; Fwd Avg Bulk Rate; Bwd Avg Bytes/Bulk; Bwd Avg Packets/Bulk;Bwd Avg Bulk Rate;Subflow Fwd Packets; Subflow Fwd Bytes; Subflow Bwd Packets; Subflow Bwd Bytes;Init_Win_bytes_forward; Init_Win_bytes_backward; act_data_pkt_fwd; min_seg_size_forward;Active Mean; Active Std; Active Max; Active Min;Idle Mean; Idle Std; Idle Max; Idle Min; Label
53;67118;4;2;188;256;47;47;47;0;128;128;128;0;13423.6;20038984;44898;1;44948;1498266667;2590744975;44898;1;3;3;0;3;3;0;0;0;0;80;40;5959653148;2979826574;47;128;7014285714;3952395295;1562142857;0;0;0;0;0;0;0;0;0;8183333333;47;128;80;0;0;0;0;0;0;4;188;2;256;-1;-1;3;20;0;0;0;0;0;0;0;0;0
53;48242;4;4;152;548;38;38;38;0;137;137;137;0;6891714286;1761027968;46818;3;47907;15969;2765392319;47901;3;1421;4736666667;8152185801;1415;3;0;0;0;0;80;80;8291530202;8291530202;38;137;82;5217758139;2722.5;0;0;0;0;0;0;0;0;1;92.25;38;137;80;0;0;0;0;0;0;4;152;4;548;-1;-1;3;20;0;0;0;0;0;0;0;0;0
53;24204;2;2;54;86;27;27;27;0;43;43;43;0;8068;1393177049;24155;1;1;1;0;1;1;48;48;0;48;48;0;0;0;0;40;64;8263097009;8263097009;27;43;33.4;876356092;76.8;0;0;0;0;0;0;0;0;1;41.75;27;43;40;0;0;0;0;0;0;2;54;2;86;-1;-1;1;20;0;0;0;0;0;0;0;0;0
53;224;2;2;80;208;40;40;40;0;104;104;104;0;7466666667;4705670338;129;47;47;47;0;47;47;48;48;0;48;48;0;0;0;0;40;40;8928571429;8928571429;40;104;65.6;3505424368;1228.8;0;0;0;0;0;0;0;0;1;82;40;104;40;0;0;0;0;0;0;2;80;2;208;-1;-1;1;20;0;0;0;0;0;0;0;0;0
53;31470;4;2;136;236;34;34;34;0;118;118;118;0;6294;1090890111;25196;1;25201;8400333333;1454547408;25196;1;4;4;0;4;4;0;0;0;0;80;40;1271051795;6355258977;34;118;58;4098780306;1680;0;0;0;0;0;0;0;0;0;6766666667;34;118;80;0;0;0;0;0;0;4;136;2;236;-1;-1;3;20;0;0;0;0;0;0;0;0;0
53;23832;2;2;68;250;34;34;34;0;125;125;125;0;7944;1371526278;23781;3;3;3;0;3;3;48;48;0;48;48;0;0;0;0;40;40;8392077878;8392077878;34;125;70.4;4984275273;2484.3;0;0;0;0;0;0;0;0;1;88;34;125;40;0;0;0;0;0;0;2;68;2;250;-1;-1;1;20;0;0;0;0;0;0;0;0;0
53;76685;4;2;148;106;37;37;37;0;53;53;53;0;15337;2259926737;50260;3;26422;8807333333;1516987832;26324;49;3;3;0;3;3;0;0;0;0;80;40;5216143966;2608071983;37;53;4157142857;7807200584;6095238095;0;0;0;0;0;0;0;0;0;48.5;37;53;80;0;0;0;0;0;0;4;148;2;106;-1;-1;3;20;0;0;0;0;0;0;0;0;0
53;46475;4;4;200;712;50;50;50;0;178;178;178;0;6639285714;1740294296;46105;2;46303;1543433333;2672871939;46298;2;46283;1542766667;2671544034;46276;3;0;0;0;0;80;80;8606777838;8606777838;50;178;1068888889;6746192342;4551111111;0;0;0;0;0;0;0;0;1;120.25;50;178;80;0;0;0;0;0;0;4;200;4;712;-1;-1;3;20;0;0;0;0;0;0;0;0;0
53;70478;4;2;156;488;39;39;39;0;244;244;244;0;14095.6;2039272346;44621;1;25853;8617666667;1488381982;25804;1;4;4;0;4;4;0;0;0;0;80;64;5675529953;2837764976;39;244;9757142857;1000297575;1000595238;0;0;0;0;0;0;0;0;0;1138333333;39;244;80;0;0;0;0;0;0;4;156;2;488;-1;-1;3;20;0;0;0;0;0;0;0;0;0
53;23830;2;2;64;276;32;32;32;0;138;138;138;0;7943333333;1371410808;23779;3;3;3;0;3;3;48;48;0;48;48;0;0;0;0;40;40;8392782207;8392782207;32;138;74.4;580585911;3370.8;0;0;0;0;0;0;0;0;1;93;32;138;40;0;0;0;0;0;0;2;64;2;276;-1;-1;1;20;0;0;0;0;0;0;0;0;0
53;343;2;2;62;318;31;31;31;0;159;159;159;0;1143333333;1545714506;291;4;48;48;0;48;48;4;4;0;4;4;0;0;0;0;40;40;583090379;583090379;31;159;82.2;7010848736;4915.2;0;0;0;0;0;0;0;0;1;102.75;31;159;40;0;0;0;0;0;0;2;62;2;318;-1;-1;1;20;0;0;0;0;0;0;0;0;0
53;96724;4;4;136;200;34;34;34;0;50;50;50;0;1381771429;259986769;67424;0;96515;3217166667;5572209521;96514;0;67636;2254533333;3904446665;67630;3;0;0;0;0;104;80;4135478268;4135478268;34;50;4111111111;8432740427;7111111111;0;0;0;0;0;0;0;0;1;46.25;34;50;104;0;0;0;0;0;0;4;136;4;200;-1;-1;3;20;0;0;0;0;0;0;0;0;0
53;23791;2;2;70;158;35;35;35;0;79;79;79;0;7930333333;137305441;23785;3;3;3;0;3;3;3;3;0;3;3;0;0;0;0;40;64;8406540288;8406540288;35;79;52.6;2409979253;580.8;0;0;0;0;0;0;0;0;1;65.75;35;79;40;0;0;0;0;0;0;2;70;2;158;-1;-1;1;20;0;0;0;0;0;0;0;0;0
53;181;2;2;62;286;31;31;31;0;143;143;143;0;6033333333;9843949072;174;3;3;3;0;3;3;4;4;0;4;4;0;0;0;0;40;40;1104972376;1104972376;31;143;75.8;6134492644;3763.2;0;0;0;0;0;0;0;0;1;94.75;31;143;40;0;0;0;0;0;0;2;62;2;286;-1;-1;1;20;0;0;0;0;0;0;0;0;0
53;185;2;2;76;154;38;38;38;0;77;77;77;0;6166666667;1016136474;179;3;3;3;0;3;3;3;3;0;3;3;0;0;0;0;40;40;1081081081;1081081081;38;77;53.6;2136117974;456.3;0;0;0;0;0;0;0;0;1;67;38;77;40;0;0;0;0;0;0;2;76;2;154;-1;-1;1;20;0;0;0;0;0;0;0;0;0
53;298;2;2;54;86;27;27;27;0;43;43;43;0;9933333333;8891194146;202;48;48;48;0;48;48;48;48;0;48;48;0;0;0;0;64;64;6711409396;6711409396;27;43;33.4;876356092;76.8;0;0;0;0;0;0;0;0;1;41.75;27;43;64;0;0;0;0;0;0;2;54;2;86;-1;-1;1;32;0;0;0;0;0;0;0;0;0
53;61497;4;2;124;318;31;31;31;0;159;159;159;0;12299.4;1730531824;36398;3;25096;8365333333;1448312019;25089;3;3;3;0;3;3;0;0;0;0;80;40;6504382328;3252191164;31;159;6757142857;6245760467;3900952381;0;0;0;0;0;0;0;0;0;7883333333;31;159;80;0;0;0;0;0;0;4;124;2;318;-1;-1;3;20;0;0;0;0;0;0;0;0;0
53;60797;4;2;152;258;38;38;38;0;129;129;129;0;12159.4;1667673845;32230;3;32282;1076066667;1859300229;32230;3;3;3;0;3;3;0;0;0;0;104;40;6579272004;3289636002;38;129;64;4440345332;1971666667;0;0;0;0;0;0;0;0;0;7466666667;38;129;104;0;0;0;0;0;0;4;152;2;258;-1;-1;3;20;0;0;0;0;0;0;0;0;0
53;198;2;2;78;358;39;39;39;0;179;179;179;0;66;1073871501;190;4;4;4;0;4;4;4;4;0;4;4;0;0;0;0;64;64;101010101;101010101;39;179;95;7668115805;5880;0;0;0;0;0;0;0;0;1;118.75;39;179;64;0;0;0;0;0;0;2;78;2;358;-1;-1;1;32;0;0;0;0;0;0;0;0;0
53;24352;2;2;66;276;33;33;33;0;138;138;138;0;8117333333;140146177;24300;4;48;48;0;48;48;4;4;0;4;4;0;0;0;0;40;40;8212877792;8212877792;33;138;75;5751086854;3307.5;0;0;0;0;0;0;0;0;1;93.75;33;138;40;0;0;0;0;0;0;2;66;2;276;-1;-1;1;20;0;0;0;0;0;0;0;0;0
53;180;2;2;92;220;46;46;46;0;110;110;110;0;60;9786214794;173;3;3;3;0;3;3;4;4;0;4;4;0;0;0;0;40;40;1111111111;1111111111;46;110;71.6;3505424368;1228.8;0;0;0;0;0;0;0;0;1;89.5;46;110;40;0;0;0;0;0;0;2;92;2;220;-1;-1;1;20;0;0;0;0;0;0;0;0;0
53;25076;4;4;160;404;40;40;40;0;101;101;101;0;3582285714;9322410842;24723;2;24918;8306;1434312961;24868;3;24887;8295666667;1436418603;24882;2;0;0;0;0;128;128;1595150742;1595150742;40;101;6711111111;3214982288;1033611111;0;0;0;0;0;0;0;0;1;75.5;40;101;128;0;0;0;0;0;0;4;160;4;404;-1;-1;3;32;0;0;0;0;0;0;0;0;0
53;155;2;2;102;134;51;51;51;0;67;67;67;0;5166666667;842931393;149;3;3;3;0;3;3;3;3;0;3;3;0;0;0;0;64;64;1290322581;1290322581;51;67;57.4;876356092;76.8;0;0;0;0;0;0;0;0;1;71.75;51;67;64;0;0;0;0;0;0;2;102;2;134;-1;-1;1;32;0;0;0;0;0;0;0;0;0
53;44984;4;4;144;480;36;36;36;0;120;120;120;0;6426285714;1089555854;24126;1;44654;1488466667;2573770884;44604;1;20809;6936333333;1200975172;20804;1;0;0;0;0;80;80;8892050507;8892050507;36;120;7333333333;4427188724;1960;0;0;0;0;0;0;0;0;1;82.5;36;120;80;0;0;0;0;0;0;4;144;4;480;-1;-1;3;20;0;0;0;0;0;0;0;0;0
53;50736;2;2;102;158;51;51;51;0;79;79;79;0;16912;2924741898;50684;3;49;49;0;49;49;3;3;0;3;3;0;0;0;0;64;40;3941974141;3941974141;51;79;62.2;1533623161;235.2;0;0;0;0;0;0;0;0;1;77.75;51;79;64;0;0;0;0;0;0;2;102;2;158;-1;-1;1;32;0;0;0;0;0;0;0;0;0
53;23585;2;2;68;144;34;34;34;0;72;72;72;0;7861666667;136098779;23577;4;4;4;0;4;4;4;4;0;4;4;0;0;0;0;40;40;847996608;847996608;34;72;49.2;2081345719;433.2;0;0;0;0;0;0;0;0;1;61.5;34;72;40;0;0;0;0;0;0;2;68;2;144;-1;-1;1;20;0;0;0;0;0;0;0;0;0
53;175;2;2;84;204;42;42;42;0;102;102;102;0;5833333333;9497543542;168;3;3;3;0;3;3;4;4;0;4;4;0;0;0;0;40;40;1142857143;1142857143;42;102;66;3286335345;1080;0;0;0;0;0;0;0;0;1;82.5;42;102;40;0;0;0;0;0;0;2;84;2;204;-1;-1;1;20;0;0;0;0;0;0;0;0;0
53;210;2;2;90;122;45;45;45;0;61;61;61;0;70;372424489;113;48;49;49;0;49;49;48;48;0;48;48;0;0;0;0;40;40;9523809524;9523809524;45;61;51.4;876356092;76.8;0;0;0;0;0;0;0;0;1;64.25;45;61;40;0;0;0;0;0;0;2;90;2;122;-1;-1;1;20;0;0;0;0;0;0;0;0;0
53;23880;2;2;62;228;31;31;31;0;114;114;114;0;7960;1378192828;23874;3;3;3;0;3;3;3;3;0;3;3;0;0;0;0;40;40;837520938;837520938;31;114;64.2;4546097227;2066.7;0;0;0;0;0;0;0;0;1;80.25;31;114;40;0;0;0;0;0;0;2;62;2;228;-1;-1;1;20;0;0;0;0;0;0;0;0;0
53;49490;4;2;180;212;45;45;45;0;106;106;106;0;9898;1703823706;39428;1;39478;1315933333;2274934532;39428;1;191;191;0;191;191;0;0;0;0;104;64;8082440897;4041220449;45;106;6242857143;2976495222;885952381;0;0;0;0;0;0;0;0;0;7283333333;45;106;104;0;0;0;0;0;0;4;180;2;212;-1;-1;3;20;0;0;0;0;0;0;0;0;0
53;25200;4;4;180;460;45;45;45;0;115;115;115;0;3600;9368751696;24846;3;25051;8350333333;1441905185;25000;3;25002;8334;1438989493;24950;4;0;0;0;0;80;80;1587301587;1587301587;45;115;7611111111;3689323937;1361111111;0;0;0;0;0;0;0;0;1;85625;45;115;80;0;0;0;0;0;0;4;180;4;460;-1;-1;3;20;0;0;0;0;0;0;0;0;0
53;178;2;2;70;102;35;35;35;0;51;51;51;0;5933333333;6242061625;127;4;47;47;0;47;47;4;4;0;4;4;0;0;0;0;40;40;1123595506;1123595506;35;51;41.4;876356092;76.8;0;0;0;0;0;0;0;0;1;51.75;35;51;40;0;0;0;0;0;0;2;70;2;102;-1;-1;1;20;0;0;0;0;0;0;0;0;0
53;282;2;2;128;384;64;64;64;0;192;192;192;0;94;7880989786;185;48;48;48;0;48;48;49;49;0;49;49;0;0;0;0;40;40;7092198582;7092198582;64;192;115.2;7010848736;4915.2;0;0;0;0;0;0;0;0;1;144;64;192;40;0;0;0;0;0;0;2;128;2;384;-1;-1;1;20;0;0;0;0;0;0;0;0;0
53;26301;2;2;140;304;70;70;70;0;152;152;152;0;8767;1514247242;26252;1;1;1;0;1;1;48;48;0;48;48;0;0;0;0;40;64;7604273602;7604273602;70;152;102.8;4491324972;2017.2;0;0;0;0;0;0;0;0;1;128.5;70;152;40;0;0;0;0;0;0;2;140;2;304;-1;-1;1;20;0;0;0;0;0;0;0;0;0
53;71279;4;2;132;436;33;33;33;0;218;218;218;0;14255.8;211300277;47087;1;24188;8062666667;1396148425;24184;1;4;4;0;4;4;0;0;0;0;80;64;5611751007;2805875503;33;218;8585714286;9027075675;8148809524;0;0;0;0;0;0;0;0;0;1001666667;33;218;80;0;0;0;0;0;0;4;132;2;436;-1;-1;3;20;0;0;0;0;0;0;0;0;0
53;23794;2;2;84;234;42;42;42;0;117;117;117;0;7931333333;1369245666;23742;4;48;48;0;48;48;4;4;0;4;4;0;0;0;0;40;64;8405480373;8405480373;42;117;72;4107919181;1687.5;0;0;0;0;0;0;0;0;1;90;42;117;40;0;0;0;0;0;0;2;84;2;234;-1;-1;1;20;0;0;0;0;0;0;0;0;0
53;23729;2;2;110;222;55;55;55;0;111;111;111;0;7909666667;1369474839;23723;3;3;3;0;3;3;3;3;0;3;3;0;0;0;0;40;40;8428505205;8428505205;55;111;77.4;3067246322;940.8;0;0;0;0;0;0;0;0;1;96.75;55;111;40;0;0;0;0;0;0;2;110;2;222;-1;-1;1;20;0;0;0;0;0;0;0;0;0
53;24057;2;2;92;214;46;46;46;0;107;107;107;0;8019;1384430121;24005;3;49;49;0;49;49;3;3;0;3;3;0;0;0;0;40;40;8313588561;8313588561;46;107;70.4;3341107601;1116.3;0;0;0;0;0;0;0;0;1;88;46;107;40;0;0;0;0;0;0;2;92;2;214;-1;-1;1;20;0;0;0;0;0;0;0;0;0
53;23939;2;2;72;104;36;36;36;0;52;52;52;0;7979666667;1381599194;23933;3;3;3;0;3;3;3;3;0;3;3;0;0;0;0;40;40;835456786;835456786;36;52;42.4;876356092;76.8;0;0;0;0;0;0;0;0;1;53;36;52;40;0;0;0;0;0;0;2;72;2;104;-1;-1;1;20;0;0;0;0;0;0;0;0;0
53;23899;2;2;68;198;34;34;34;0;99;99;99;0;7966333333;1371322359;23801;49;49;49;0;49;49;49;49;0;49;49;0;0;0;0;40;40;8368550985;8368550985;34;99;60;3560196624;1267.5;0;0;0;0;0;0;0;0;1;75;34;99;40;0;0;0;0;0;0;2;68;2;198;-1;-1;1;20;0;0;0;0;0;0;0;0;0
53;199;2;2;140;332;70;70;70;0;166;166;166;0;6633333333;1096965511;193;3;3;3;0;3;3;3;3;0;3;3;0;0;0;0;64;64;1005025126;1005025126;70;166;108.4;5258136552;2764.8;0;0;0;0;0;0;0;0;1;135.5;70;166;64;0;0;0;0;0;0;2;140;2;332;-1;-1;1;32;0;0;0;0;0;0;0;0;0
53;60609;4;2;160;202;40;40;40;0;101;101;101;0;12121.8;1946883958;44723;0;44772;14924;2580670264;44723;0;4;4;0;4;4;0;0;0;0;80;40;6599679916;3299839958;40;101;5742857143;2976495222;885952381;0;0;0;0;0;0;0;0;0;67;40;101;80;0;0;0;0;0;0;4;160;2;202;-1;-1;3;20;0;0;0;0;0;0;0;0;0
53;48421;2;2;94;250;47;47;47;0;125;125;125;0;1614033333;2791085354;48369;3;49;49;0;49;49;3;3;0;3;3;0;0;0;0;64;40;4130439272;4130439272;47;125;78.2;4272235949;1825.2;0;0;0;0;0;0;0;0;1;97.75;47;125;64;0;0;0;0;0;0;2;94;2;250;-1;-1;1;32;0;0;0;0;0;0;0;0;0
53;204;2;2;68;100;34;34;34;0;50;50;50;0;68;3464101615;108;48;48;48;0;48;48;48;48;0;48;48;0;0;0;0;40;40;9803921569;9803921569;34;50;40.4;876356092;76.8;0;0;0;0;0;0;0;0;1;50.5;34;50;40;0;0;0;0;0;0;2;68;2;100;-1;-1;1;20;0;0;0;0;0;0;0;0;0
53;7143447;6;4;244;414;50;36;4066666667;7229568913;129;78;103.5;2944486373;7937163333;2358314836;7082378;1;7143290;1428658;3164357471;7089077;1;7082541;2360847;4089062786;7082490;3;0;0;0;0;144;104;0.839930639;0.559953759;36;129;6309090909;3625590861;1314490909;0;0;0;0;0;0;0;0;0;69.4;4066666667;103.5;144;0;0;0;0;0;0;6;244;4;414;-1;-1;5;20;60909;0;60909;60909;7082378;0;7082378;7082378;0
53;23945;2;2;62;232;31;31;31;0;116;116;116;0;7981666667;1377963644;23893;4;4;4;0;4;4;48;48;0;48;48;0;0;0;0;40;64;8352474421;8352474421;31;116;65;4655641739;2167.5;0;0;0;0;0;0;0;0;1;81.25;31;116;40;0;0;0;0;0;0;2;62;2;232;-1;-1;1;20;0;0;0;0;0;0;0;0;0
53;196;2;2;68;182;34;34;34;0;91;91;91;0;6533333333;7256950691;145;3;3;3;0;3;3;48;48;0;48;48;0;0;0;0;40;40;1020408163;1020408163;34;91;56.8;3122018578;974.7;0;0;0;0;0;0;0;0;1;71;34;91;40;0;0;0;0;0;0;2;68;2;182;-1;-1;1;20;0;0;0;0;0;0;0;0;0
53;64780;4;2;184;266;46;46;46;0;133;133;133;0;12956;1851722223;39984;3;24747;8249;1428249096;24741;3;49;49;0;49;49;0;0;0;0;120;40;6174745292;3087372646;46;133;7085714286;4245165317;1802142857;0;0;0;0;0;0;0;0;0;8266666667;46;133;120;0;0;0;0;0;0;4;184;2;266;-1;-1;3;20;0;0;0;0;0;0;0;0;0
53;165;2;2;74;106;37;37;37;0;53;53;53;0;55;5583009941;114;3;3;3;0;3;3;48;48;0;48;48;0;0;0;0;40;40;1212121212;1212121212;37;53;43.4;876356092;76.8;0;0;0;0;0;0;0;0;1;54.25;37;53;40;0;0;0;0;0;0;2;74;2;106;-1;-1;1;20;0;0;0;0;0;0;0;0;0
53;25271;4;4;164;228;41;41;41;0;57;57;57;0;3610142857;9415458308;24962;1;25138;8379333333;1451169902;25136;1;25144;8381333333;14474479;25095;1;0;0;0;0;80;80;1582841993;1582841993;41;57;4811111111;8432740427;7111111111;0;0;0;0;0;0;0;0;1;54125;41;57;80;0;0;0;0;0;0;4;164;4;228;-1;-1;3;20;0;0;0;0;0;0;0;0;0
53;233;2;2;78;206;39;39;39;0;103;103;103;0;7766666667;9215385686;181;4;4;4;0;4;4;48;48;0;48;48;0;0;0;0;40;40;8583690987;8583690987;39;103;64.6;3505424368;1228.8;0;0;0;0;0;0;0;0;1;80.75;39;103;40;0;0;0;0;0;0;2;78;2;206;-1;-1;1;20;0;0;0;0;0;0;0;0;0
53;169;2;2;76;132;38;38;38;0;66;66;66;0;5633333333;5695904962;117;4;4;4;0;4;4;48;48;0;48;48;0;0;0;0;40;40;1183431953;1183431953;38;66;49.2;1533623161;235.2;0;0;0;0;0;0;0;0;1;61.5;38;66;40;0;0;0;0;0;0;2;76;2;132;-1;-1;1;20;0;0;0;0;0;0;0;0;0
53;197;2;2;88;216;44;44;44;0;108;108;108;0;6566666667;7311862508;146;3;3;3;0;3;3;48;48;0;48;48;0;0;0;0;40;40;1015228426;1015228426;44;108;69.6;3505424368;1228.8;0;0;0;0;0;0;0;0;1;87;44;108;40;0;0;0;0;0;0;2;88;2;216;-1;-1;1;20;0;0;0;0;0;0;0;0;0
53;166;2;2;72;104;36;36;36;0;52;52;52;0;5533333333;5635896853;115;3;3;3;0;3;3;48;48;0;48;48;0;0;0;0;40;40;1204819277;1204819277;36;52;42.4;876356092;76.8;0;0;0;0;0;0;0;0;1;53;36;52;40;0;0;0;0;0;0;2;72;2;104;-1;-1;1;20;0;0;0;0;0;0;0;0;0
53;24054;2;2;94;256;47;47;47;0;128;128;128;0;8018;1384343278;24003;4;4;4;0;4;4;47;47;0;47;47;0;0;0;0;40;40;8314625426;8314625426;47;128;79.4;4436552716;1968.3;0;0;0;0;0;0;0;0;1;99.25;47;128;40;0;0;0;0;0;0;2;94;2;256;-1;-1;1;20;0;0;0;0;0;0;0;0;0
53;169336;4;2;132;98;33;33;33;0;49;49;49;0;33867.2;5159227402;116687;3;52601;1753366667;3036313934;52594;3;48;48;0;48;48;0;0;0;0;80;64;2362167525;1181083762;33;49;3757142857;7807200584;6095238095;0;0;0;0;0;0;0;0;0;4383333333;33;49;80;0;0;0;0;0;0;4;132;2;98;-1;-1;3;20;0;0;0;0;0;0;0;0;0
53;24651;4;4;188;252;47;47;47;0;63;63;63;0;3521571429;9101842357;24162;3;24356;8118666667;14056747;24350;3;24508;8169333333;1394290366;24269;48;0;0;0;0;80;80;1622652225;1622652225;47;63;5411111111;8432740427;7111111111;0;0;0;0;0;0;0;0;1;60875;47;63;80;0;0;0;0;0;0;4;188;4;252;-1;-1;3;20;0;0;0;0;0;0;0;0;0
53;25274;4;4;256;584;64;64;64;0;146;146;146;0;3610571429;8921108878;23819;1;25140;8380;144393041;25053;1;1454;4846666667;7554629927;1357;48;0;0;0;0;80;80;1582654111;1582654111;64;146;1004444444;4321779469;1867777778;0;0;0;0;0;0;0;0;1;113;64;146;80;0;0;0;0;0;0;4;256;4;584;-1;-1;3;20;0;0;0;0;0;0;0;0;0
53;48208;2;2;74;204;37;37;37;0;102;102;102;0;1606933333;2774976334;48112;48;48;48;0;48;48;48;48;0;48;48;0;0;0;0;40;40;4148689014;4148689014;37;102;63;3560196624;1267.5;0;0;0;0;0;0;0;0;1;78.75;37;102;40;0;0;0;0;0;0;2;74;2;204;-1;-1;1;20;0;0;0;0;0;0;0;0;0
53;68397;4;4;132;364;33;33;33;0;91;91;91;0;9771;1862573441;48672;3;68242;2274733333;3939434092;68236;3;19722;6574;1130249756;19625;48;0;0;0;0;104;80;5848209717;5848209717;33;91;5877777778;3056868405;9344444444;0;0;0;0;0;0;0;0;1;66125;33;91;104;0;0;0;0;0;0;4;132;4;364;-1;-1;3;20;0;0;0;0;0;0;0;0;0
53;170;2;2;76;108;38;38;38;0;54;54;54;0;5666666667;5749202843;118;4;4;4;0;4;4;48;48;0;48;48;0;0;0;0;64;52;1176470588;1176470588;38;54;44.4;876356092;76.8;0;0;0;0;0;0;0;0;1;55.5;38;54;64;0;0;0;0;0;0;2;76;2;108;-1;-1;1;32;0;0;0;0;0;0;0;0;0
53;178;2;2;66;98;33;33;33;0;49;49;49;0;5933333333;6412747721;128;1;1;1;0;1;1;49;49;0;49;49;0;0;0;0;64;64;1123595506;1123595506;33;49;39.4;876356092;76.8;0;0;0;0;0;0;0;0;1;49.25;33;49;64;0;0;0;0;0;0;2;66;2;98;-1;-1;1;32;0;0;0;0;0;0;0;0;0
53;24027;2;2;100;256;50;50;50;0;128;128;128;0;8009;1382784593;23976;3;3;3;0;3;3;48;48;0;48;48;0;0;0;0;40;40;8323968868;8323968868;50;128;81.2;4272235949;1825.2;0;0;0;0;0;0;0;0;1;101.5;50;128;40;0;0;0;0;0;0;2;100;2;256;-1;-1;1;20;0;0;0;0;0;0;0;0;0
53;24233;2;2;88;210;44;44;44;0;105;105;105;0;8077666667;1394677835;24182;4;4;4;0;4;4;47;47;0;47;47;0;0;0;0;40;40;8253208435;8253208435;44;105;68.4;3341107601;1116.3;0;0;0;0;0;0;0;0;1;85.5;44;105;40;0;0;0;0;0;0;2;88;2;210;-1;-1;1;20;0;0;0;0;0;0;0;0;0
53;47947;4;2;144;128;36;36;36;0;64;64;64;0;9589.4;1534299261;35253;3;35304;11768;2033861905;35253;3;48;48;0;48;48;0;0;0;0;80;40;8342544893;4171272447;36;64;44;1366260102;1866666667;0;0;0;0;0;0;0;0;0;5133333333;36;64;80;0;0;0;0;0;0;4;144;2;128;-1;-1;3;20;0;0;0;0;0;0;0;0;0
53;129508;4;2;140;410;35;35;35;0;205;205;205;0;25901.6;452104364;104421;3;25039;8346333333;1445107724;25033;3;48;48;0;48;48;0;0;0;0;104;40;3088612286;1544306143;35;205;8357142857;829515062;6880952381;0;0;0;0;0;0;0;0;0;97.5;35;205;104;0;0;0;0;0;0;4;140;2;410;-1;-1;3;20;0;0;0;0;0;0;0;0;0
53;176;2;2;82;208;41;41;41;0;104;104;104;0;5866666667;6169548876;125;3;3;3;0;3;3;48;48;0;48;48;0;0;0;0;40;40;1136363636;1136363636;41;104;66.2;3450652112;1190.7;0;0;0;0;0;0;0;0;1;82.75;41;104;40;0;0;0;0;0;0;2;82;2;208;-1;-1;1;20;0;0;0;0;0;0;0;0;0
53;27976;4;4;120;528;30;30;30;0;132;132;132;0;3996571429;1040564076;27594;3;27793;9264333333;1604023386;27786;3;27829;9276333333;1598307618;27732;48;0;0;0;0;104;104;1429796969;1429796969;30;132;7533333333;5375872022;2890;0;0;0;0;0;0;0;0;1;84.75;30;132;104;0;0;0;0;0;0;4;120;4;528;-1;-1;3;20;0;0;0;0;0;0;0;0;0
53;82417;4;2;124;174;31;31;31;0;87;87;87;0;16483.4;2669480785;61395;3;61402;2046733333;3544439905;61395;3;48;48;0;48;48;0;0;0;0;104;40;485336763;2426683815;31;87;47;2732520204;7466666667;0;0;0;0;0;0;0;0;0;5483333333;31;87;104;0;0;0;0;0;0;4;124;2;174;-1;-1;3;20;0;0;0;0;0;0;0;0;0
53;239;2;2;92;348;46;46;46;0;174;174;174;0;7966666667;9479627278;186;4;4;4;0;4;4;49;49;0;49;49;0;0;0;0;64;40;8368200837;8368200837;46;174;97.2;7010848736;4915.2;0;0;0;0;0;0;0;0;1;121.5;46;174;64;0;0;0;0;0;0;2;92;2;348;-1;-1;1;32;0;0;0;0;0;0;0;0;0
53;129976;4;2;136;168;34;34;34;0;84;84;84;0;25995.2;4542817488;104922;3;25006;8335333333;1443202468;25000;3;48;48;0;48;48;0;0;0;0;80;40;3077491229;1538745615;34;84;4828571429;2439750182;5952380952;0;0;0;0;0;0;0;0;0;5633333333;34;84;80;0;0;0;0;0;0;4;136;2;168;-1;-1;3;20;0;0;0;0;0;0;0;0;0
53;186;2;2;88;120;44;44;44;0;60;60;60;0;62;6612110102;134;4;4;4;0;4;4;48;48;0;48;48;0;0;0;0;40;40;1075268817;1075268817;44;60;50.4;876356092;76.8;0;0;0;0;0;0;0;0;1;63;44;60;40;0;0;0;0;0;0;2;88;2;120;-1;-1;1;20;0;0;0;0;0;0;0;0;0
